elemen,indikator,defenisi,satuan,tar2015,rel2015,tar2016,rel2016,tar2017,rel2017,tar2018,rel2018,tar2019,rel2019
KKUSPM,"13) 13. Jumlah Penyelesaian Pelanggaran K3 (ketertiban, ketentraman, keindahan) (kasus)",PERMEN 54,,,,,,,,,,,
KKUSPM,14) 14. Jumlah Kejadian Kebakaran (Kasus),PERMEN 54,,,,,,,,,,,
KKUSPM,15) 15. Jumlah Ketepatan Waktu Tindakan Pemadam Kebakaran (Kasus),PERMEN 54,,,,,,,,,,,
KKUSPM,16) 16. Antar Ormas (Kasus),,,,,,,,,,,,
KKUSPM,2) I. Jumlah Pengungsi Akibat *,,,,,,,,,,,,
KKUSPM,1) 1. Banjir (Orang),,,,,,,,,,,,
KKUSPM,2) 2. Gunung Meletus (Orang),,,,,,,,,,,,
KKUSPM,3) 3. Longsor (Orang),,,,,,,,,,,,
KKUSPM,4) 4. Gempa (Orang),,,,,,,,,,,,
KKUSPM,5) 5. Tsunami (Orang),,,,,,,,,,,,
KKUSPM,6) 6. Kebakaran (Orang),,,,,,,,,,,,
KKUSPM,7) 7. Lainnya (Orang),,,,,,,,,,,,
KKUSPM,3) II. Jumlah Lokasi Pengungsian (Lokasi),,,,,,,,,,,,
KKUSPM,4) III. Jumlah Pengungsi yang telah kembali ke Lokasi Asal (Jiwa),,,,,,,,,,,,
KKUSPM,5) IV. Jumlah pengungsi yang telah direlokasi (Jiwa),,,,,,,,,,,,
KKUSPM,6) V. Jumlah Korban Bencana Alam **(Jiwa),,,,,,,,,,,,
KKUSPM,1) 1. Meninggal (Jiwa),,,,,,,,,,,,
KKUSPM,2) 2. Hilang (Jiwa),,,,,,,,,,,,
KKUSPM,3) 3. Luka-luka (Jiwa),,,,,,,,,,,,
KKUSPM,7) VI. Jumlah Lokasi Bencana (Lokasi),,,,,,,,,,,,
KKUSPM,8) VII. Jumlah Kecamatan Lokasi Bencana (Kec),,,,,,,,,,,,
KKUSPM,9) VIII. Jumlah Perkiraan Kerugian Akibat Bencana (Rp Juta),,,,,,,,,,,,
KKUSPM,10) IX. Kebutuhan Bantuan *,,,,,,,,,,,,
KKUSPM,1) 1. Dana (Rp Juta),,,,,,,,,,,,
KKUSPM,2) 2. Beras (Ton),,,,,,,,,,,,
KKUSPM,3) 3. Mie Instan (Kardus),,,,,,,,,,,,
KKUSPM,4) 4. Minyak Goreng (Liter),,,,,,,,,,,,
KKUSPM,5) 5. Obat-obatan (Paket),,,,,,,,,,,,
KKUSPM,6) 6. Pakaian (Paket),,,,,,,,,,,,
KKUSPM,7) 7. Material Bangunan (Paket),,,,,,,,,,,,
KKUSPM,8) 8. Peralatan Tanggap Darurat Bencana (Unit),,,,,,,,,,,,
KKUSPM,9) 9. Air Bersih (Liter),,,,,,,,,,,,
KKUSPM,10) 10. Lainnya (Paket),,,,,,,,,,,,
KKUSPM,11) I. Luas Areal Hutan yang Terbakar (Ha),,,,,,,,,,,,
KKUSPM,12) II. Jumlah Korban Jiwa (Jiwa),,,,,,,,,,,,
KKUSPM,13) III. Jumlah Lokasi Kebakaran Hutan (Lokasi),,,,,,,,,,,,
KKUSPM,14) I. Jumlah Pengungsi Akibat *,,,,,,,,,,,,
KKUSPM,1) 1. Banjir (Orang),,,,,,,,,,,,
KKUSPM,2) 2. Gunung Meletus (Orang),,,,,,,,,,,,
KKUSPM,3) 3. Longsor (Orang),,,,,,,,,,,,
KKUSPM,4) 4. Gempa (Orang),,,,,,,,,,,,
KKUSPM,5) 5. Tsunami (Orang),,,,,,,,,,,,
KKUSPM,6) 6. Kebakaran (Orang),,,,,,,,,,,,
KKUSPM,7) 7. Lainnya (Orang),,,,,,,,,,,,
KKUSPM,15) II. Jumlah Lokasi Pengungsian (Lokasi),,,,,,,,,,,,
KKUSPM,16) III. Jumlah Pengungsi yang telah kembali ke Lokasi Asal (Jiwa),,,,,,,,,,,,
KKUSPM,17) IV. Jumlah pengungsi yang telah direlokasi (Jiwa),,,,,,,,,,,,
KKUSPM,18) V. Jumlah Korban Bencana Alam **(Jiwa),,,,,,,,,,,,
KKUSPM,1) 1. Meninggal (Jiwa),,,,,,,,,,,,
KKUSPM,2) 2. Hilang (Jiwa),,,,,,,,,,,,
KKUSPM,3) 3. Luka-luka (Jiwa),,,,,,,,,,,,
KKUSPM,19) VI. Jumlah Lokasi Bencana (Lokasi),,,,,,,,,,,,
KKUSPM,20) VII. Jumlah Kecamatan Lokasi Bencana (Kec),,,,,,,,,,,,
KKUSPM,21) VIII. Jumlah Perkiraan Kerugian Akibat Bencana (Rp Juta),,,,,,,,,,,,
KKUSPM,22) IX. Kebutuhan Bantuan *,,,,,,,,,,,,
KKUSPM,1) 1. Dana (Rp Juta),,,,,,,,,,,,
KKUSPM,2) 2. Beras (Ton),,,,,,,,,,,,
KKUSPM,3) 3. Mie Instan (Kardus),,,,,,,,,,,,
KKUSPM,4) 4. Minyak Goreng (Liter),,,,,,,,,,,,
KKUSPM,5) 5. Obat-obatan (Paket),,,,,,,,,,,,
KKUSPM,6) 6. Pakaian (Paket),,,,,,,,,,,,
KKUSPM,7) 7. Material Bangunan (Paket),,,,,,,,,,,,
KKUSPM,8) 8. Peralatan Tanggap Darurat Bencana (Unit),,,,,,,,,,,,
KKUSPM,9) 9. Air Bersih (Liter),,,,,,,,,,,,
KKUSPM,10) 10. Lainnya (Paket),,,,,,,,,,,,
KKUSPM,11) Jumlah Anggaran Penanggulangan Bencana,Total Anggaran untuk Penanggulangan Bencana yang tersebar di seluruh OPD.,,,,,,,,,,,
