elemen,indikator,defenisi,satuan,tar2015,rel2015,tar2016,rel2016,tar2017,rel2017,tar2018,rel2018,tar2019,rel2019
Kearsipan,1) Pelindungan dan Penyelamatan,,,,,,,,,,,,
Kearsipan,1) Jumlah arsip yang dilindungi,,,,,,,,,,,,
Kearsipan,2) Jumlah arsip yang diselamatkan,,,,,,,,,,,,
Kearsipan,3) Jumlah arsip yang dipulihkan,,,,,,,,,,,,
Kearsipan,"6) Penyelamatan arsip Perangkat Daerah provinsi yang digabung dan/atau dibubarkan, dan pemekaran Daerah",,,,,,,,,,,,
Kearsipan,1) Penyelamatan arsip OPD,,,,,,,,,,,,
Kearsipan,"1) Jumlah arsip yang diselamatkan akibat digabung dan/atau dibubarkan, dan pemekaran Daerah kabupaten/k",,,,,,,,,,,,
Kearsipan,7) Melakukan autentikasi arsip statis dan arsip hasil alih media yang dikelola Oleh lembaga kearsipan,,,,,,,,,,,,
Kearsipan,1) Autentikasi arsipstatis dan arsip hasil alih media,,,,,,,,,,,,
Kearsipan,1) Jumlah arsip statis dan hasil alih media yang telah diautentikasi,,,,,,,,,,,,
Kearsipan,8) Melakukan pencarian arsipstatis yang pengelolaannya menjadi kewenangan Daerah yang dinyatakan hilan,,,,,,,,,,,,
Kearsipan,1) Daftar Pencarian Arsip (DPA),,,,,,,,,,,,
Kearsipan,1) Jumlah arsip yang dicari,,,,,,,,,,,,
Kearsipan,9) Penerbitan izin penggunaan arsip yang bersifat tertutup yang disimpan di lembaga kearsipan Daerah,,,,,,,,,,,,
Kearsipan,1) Penerbitan izin penggunaan arsip,,,,,,,,,,,,
Kearsipan,1) Jumlah izin penggunaan arsip tertutup,,,,,,,,,,,,
