elemen,indikator,defenisi,satuan,tar2015,rel2015,tar2016,rel2016,tar2017,rel2017,tar2018,rel2018,tar2019,rel2019
Tenaga_Kerja,1) Tenaga kerja Wanita(Orang),PERMEN 54,,,,,,,,,,,
Tenaga_Kerja,2) Tenaga kerja pria(Orang),PERMEN 54,,,,,,,,,,,
Tenaga_Kerja,3) Jumlah tenaga kerja yang bekerja pada PMA(Orang),PERMEN 54,,,,,,,,,,,
Tenaga_Kerja,4) Jumlah tenaga kerja yang bekerja pada PMDN(Orang),PERMEN 54,,,,,,,,,,,
Tenaga_Kerja,8) TKI di luar Negeri(Orang),,,,,,,,,,,,
Tenaga_Kerja,1) Tenaga kerja Wanita(Orang),PERMEN 54,,,,,,,,,,,
Tenaga_Kerja,2) Tenaga kerja pria(Orang),PERMEN 54,,,,,,,,,,,
Tenaga_Kerja,9) PHK(),,,,,,,,,,,,
Tenaga_Kerja,1) Kasus PHK s.d Feb 2016(Kasus),,,,,,,,,,,,
Tenaga_Kerja,2) Orang terkena PHK s.d Feb 2016(Orang),,,,,,,,,,,,
Tenaga_Kerja,10) Rata-rata Upah Minimum Regional(Rupiah),,,,,,,,,,,,
Tenaga_Kerja,11) Pencari Kerja(Orang),,,,,,,,,,,,
Tenaga_Kerja,12) Angka pekerja dengan upah sesuai UMP/UMK(%),,,,,,,,,,,,
Tenaga_Kerja,13) Rasio rata-rata penghasilan pekerja terhadap UMP/UMK(Rp.),,,,,,,,,,,,
Tenaga_Kerja,14) Angka rata-rata jam kerja(Jam),,,,,,,,,,,,
Tenaga_Kerja,15) angka partisipasi pekerja peserta ASTEK dan sejenisnya(%),,,,,,,,,,,,
Tenaga_Kerja,16) angka partisipasi perusahaan peserta ASTEK dan sejenisnya(%),,,,,,,,,,,,
Tenaga_Kerja,17) angka partisipasi jamsostek/BPJS TK(%),,,,,,,,,,,,
Tenaga_Kerja,18) angka partisipasi perusahaan peserta jamsostek/BPJS TK(%),,,,,,,,,,,,
Tenaga_Kerja,19) Jumlah penduduk bekerja menurut lapangan usaha(Orang),,,,,,,,,,,,
Tenaga_Kerja,"1) Pertanian, kehutanan, perkebunan dan perikanan(Orang)",PERMEN 54,,,,,,,,,,,
Tenaga_Kerja,2) Pertambangan dan penggalian(Orang),PERMEN 54,,,,,,,,,,,
Tenaga_Kerja,3) Industri Pengolahan(Orang),PERMEN 54,,,,,,,,,,,
Tenaga_Kerja,"4) Listrik, gas dan air(Orang)",PERMEN 54,,,,,,,,,,,
Tenaga_Kerja,5) Bangunan(Orang),PERMEN 54,,,,,,,,,,,
Tenaga_Kerja,"6) Perdagangan besar, eceran, rumah tangga dan hotel(Orang)",PERMEN 54,,,,,,,,,,,
Tenaga_Kerja,"7) Angkutan, penggudangan dan komunikasi(Orang)",PERMEN 54,,,,,,,,,,,
Tenaga_Kerja,"8) Keuangan, Asuransi, Usaha Sewa bangunan, tanah dan jasa perusahaan(Orang)",PERMEN 54,,,,,,,,,,,
Tenaga_Kerja,9) Jasa kemasyarakatan(Orang),PERMEN 54,,,,,,,,,,,
Tenaga_Kerja,20) Pemberdayaan Perempuan dan Perlindungan Anak(),,,,,,,,,,,,
Tenaga_Kerja,21) Jumlah Pekerja Perempuan(Orang),,,,,,,,,,,,
Tenaga_Kerja,1) Lembaga Pemerintahan(Orang),,,,,,,,,,,,
Tenaga_Kerja,1) Jumlah Perempuan yang menempati Jabatan Esselon II(Orang),PERMEN 54,,,,,,,,,,,
Tenaga_Kerja,2) Jumlah Perempuan yang menempati Jabatan Esselon III(Orang),PERMEN 54,,,,,,,,,,,
Tenaga_Kerja,3) Jumlah Perempuan yang menempati Jabatan Esselon IV(Orang),PERMEN 54,,,,,,,,,,,
Tenaga_Kerja,2) Lembaga Swasta(Orang),PERMEN 54,,,,,,,,,,,
Tenaga_Kerja,22) Jumlah Tenaga Kerja dibawah Umur(Orang),,,,,,,,,,,,
Tenaga_Kerja,1) Jumlah Tenaga kerja dibawah umur (5-14 tahun)(Orang),,,,,,,,,,,,
Tenaga_Kerja,2) Jumlah pekerja usia 15 tahun keatas(Orang),,,,,,,,,,,,
Tenaga_Kerja,23) Pelayanan Ketenagakerjaan(Unit),,,,,,,,,,,,
Tenaga_Kerja,1) Balai Latihan Kerja(Unit),,,,,,,,,,,,
Tenaga_Kerja,2) Perijinan Ketenagakerjaan(Unit),,,,,,,,,,,,
Tenaga_Kerja,3) Pusat Informasi Ketenagakerjaan(Unit),,,,,,,,,,,,
