elemen,indikator,defenisi,satuan,tar2015,rel2015,tar2016,rel2016,tar2017,rel2017,tar2018,rel2018,tar2019,rel2019
Pendidikan,2) Swasta(Unit),,,,,,,,,,,,
Pendidikan,1) Bangunan Baik (Unit),PERMEN 54,,,,,,,,,,,
Pendidikan,2) Bangunan Tidak Baik (Unit),PERMEN 54,,,,,,,,,,,
Pendidikan,6) Sekolah Lanjut Tingkat Atas (SMK)(Unit),,,,,,,,,,,,
Pendidikan,1) Negeri(Unit),,,,,,,,,,,,
Pendidikan,1) Bangunan Baik (Unit),PERMEN 54,,,,,,,,,,,
Pendidikan,2) Bangunan Tidak Baik (Unit),PERMEN 54,,,,,,,,,,,
Pendidikan,2) Swasta(Unit),,,,,,,,,,,,
Pendidikan,1) Bangunan Baik (Unit),PERMEN 54,,,,,,,,,,,
Pendidikan,2) Bangunan Tidak Baik (Unit),PERMEN 54,,,,,,,,,,,
Pendidikan,7) Perguruan Tinggi (PT)(Unit),,,,,,,,,,,,
Pendidikan,1) Negeri(Unit),,,,,,,,,,,,
Pendidikan,1) Bangunan Baik (Unit),PERMEN 54,,,,,,,,,,,
Pendidikan,2) Bangunan Tidak Baik (Unit),PERMEN 54,,,,,,,,,,,
Pendidikan,2) Swasta(Unit),,,,,,,,,,,,
Pendidikan,1) Bangunan Baik (Unit),PERMEN 54,,,,,,,,,,,
Pendidikan,2) Bangunan Tidak Baik (Unit),PERMEN 54,,,,,,,,,,,
Pendidikan,8) Lembaga Pendidikan Ketrampilan (Unit),,,,,,,,,,,,
Pendidikan,9) Sekolah Menengah Kejuruan (Unit),,,,,,,,,,,,
Pendidikan,10) Akademi atau Program Diploma (Unit),,,,,,,,,,,,
Pendidikan,2) Jumlah Sekolah/Perguruan Agama,,,,,,,,,,,,
Pendidikan,1) Madrasah Ibtidaiyah (MI)(Unit),,,,,,,,,,,,
Pendidikan,1) Negeri(Unit),,,,,,,,,,,,
Pendidikan,1) Bangunan Baik (Unit),PERMEN 54,,,,,,,,,,,
Pendidikan,2) Bangunan Tidak Baik (Unit),PERMEN 54,,,,,,,,,,,
Pendidikan,2) Swasta(Unit),,,,,,,,,,,,
Pendidikan,1) Bangunan Baik (Unit),PERMEN 54,,,,,,,,,,,
Pendidikan,2) Bangunan Tidak Baik (Unit),PERMEN 54,,,,,,,,,,,
Pendidikan,2) Madrasah Tsanawiyah (MTs)(Unit),,,,,,,,,,,,
Pendidikan,1) Negeri(Unit),,,,,,,,,,,,
Pendidikan,1) Bangunan Baik (Unit),PERMEN 54,,,,,,,,,,,
Pendidikan,2) Bangunan Tidak Baik (Unit),PERMEN 54,,,,,,,,,,,
Pendidikan,2) Swasta(Unit),,,,,,,,,,,,
Pendidikan,1) Bangunan Baik (Unit),PERMEN 54,,,,,,,,,,,
Pendidikan,2) Bangunan Tidak Baik (Unit),PERMEN 54,,,,,,,,,,,
Pendidikan,3) Madrasah Aliyah (MA)(Unit),,,,,,,,,,,,
Pendidikan,1) Negeri(Unit),,,,,,,,,,,,
Pendidikan,1) Bangunan Baik (Unit),PERMEN 54,,,,,,,,,,,
Pendidikan,2) Bangunan Tidak Baik (Unit),PERMEN 54,,,,,,,,,,,
Pendidikan,2) Swasta(Unit),,,,,,,,,,,,
Pendidikan,1) Bangunan Baik (Unit),PERMEN 54,,,,,,,,,,,
Pendidikan,2) Bangunan Tidak Baik (Unit),PERMEN 54,,,,,,,,,,,
Pendidikan,4) P. Tinggi Agama Islam (IAIN/STAIN/UNIV)(Unit),,,,,,,,,,,,
Pendidikan,1) Negeri(Unit),,,,,,,,,,,,
Pendidikan,1) Bangunan Baik (Unit),PERMEN 54,,,,,,,,,,,
Pendidikan,2) Bangunan Tidak Baik (Unit),PERMEN 54,,,,,,,,,,,
Pendidikan,2) Swasta(Unit),,,,,,,,,,,,
Pendidikan,1) Bangunan Baik (Unit),PERMEN 54,,,,,,,,,,,
Pendidikan,2) Bangunan Tidak Baik (Unit),PERMEN 54,,,,,,,,,,,
Pendidikan,5) P. Tinggi Agama Kristen/Teologi(Unit),,,,,,,,,,,,
Pendidikan,1) Negeri(Unit),,,,,,,,,,,,
Pendidikan,1) Bangunan Baik (Unit),PERMEN 54,,,,,,,,,,,
Pendidikan,2) Bangunan Tidak Baik (Unit),PERMEN 54,,,,,,,,,,,
Pendidikan,2) Swasta(Unit),,,,,,,,,,,,
Pendidikan,1) Bangunan Baik (Unit),PERMEN 54,,,,,,,,,,,
Pendidikan,2) Bangunan Tidak Baik (Unit),PERMEN 54,,,,,,,,,,,
Pendidikan,6) P. Tinggi Agama Katolik/Teologi(Unit),,,,,,,,,,,,
Pendidikan,1) Negeri(Unit),,,,,,,,,,,,
Pendidikan,1) Bangunan Baik (Unit),PERMEN 54,,,,,,,,,,,
Pendidikan,2) Bangunan Tidak Baik (Unit),PERMEN 54,,,,,,,,,,,
Pendidikan,2) Swasta(Unit),,,,,,,,,,,,
Pendidikan,1) Bangunan Baik (Unit),PERMEN 54,,,,,,,,,,,
Pendidikan,2) Bangunan Tidak Baik (Unit),PERMEN 54,,,,,,,,,,,
Pendidikan,7) P. Tinggi Agama Hindu(Unit),,,,,,,,,,,,
Pendidikan,1) Negeri(Unit),,,,,,,,,,,,
Pendidikan,1) Bangunan Baik (Unit),PERMEN 54,,,,,,,,,,,
Pendidikan,2) Bangunan Tidak Baik (Unit),PERMEN 54,,,,,,,,,,,
Pendidikan,2) Swasta(Unit),,,,,,,,,,,,
Pendidikan,1) Bangunan Baik (Unit),PERMEN 54,,,,,,,,,,,
Pendidikan,2) Bangunan Tidak Baik (Unit),PERMEN 54,,,,,,,,,,,
Pendidikan,3) Jumlah Kelas,,,,,,,,,,,,
Pendidikan,1) TK dan Sejenisnya (Unit),,,,,,,,,,,,
Pendidikan,2) SD dan Sejenisnya (Unit),,,,,,,,,,,,
Pendidikan,3) SMP dan Sejenisnya (Unit),,,,,,,,,,,,
Pendidikan,4) SMA dan Sejenisnya (Unit),,,,,,,,,,,,
Pendidikan,5) PT dan Sejenisnya (Unit),,,,,,,,,,,,
Pendidikan,6) Lembaga Pendidikan Ketrampilan (Unit),,,,,,,,,,,,
Pendidikan,7) Sekolah Menengah Kejuruan (SMK) (Unit),,,,,,,,,,,,
Pendidikan,4) Jumlah Siswa / Mahasiswa,,,,,,,,,,,,
Pendidikan,1) Taman Kanak-Kanak (TK)(Orang),,,,,,,,,,,,
Pendidikan,1) Negeri (Orang),PERMEN 54,,,,,,,,,,,
Pendidikan,2) Swasta (Orang),PERMEN 54,,,,,,,,,,,
Pendidikan,2) Taman Penitipan Anak (TPA)(Orang),,,,,,,,,,,,
Pendidikan,1) Negeri(Orang),PERMEN 54,,,,,,,,,,,
Pendidikan,2) Swasta (Orang),PERMEN 54,,,,,,,,,,,
Pendidikan,3) Sekolah Luar Biasa (SLB)(Orang),,,,,,,,,,,,
Pendidikan,1) Negeri (Orang),PERMEN 54,,,,,,,,,,,
Pendidikan,2) Swasta (Orang),PERMEN 54,,,,,,,,,,,
Pendidikan,4) Sekolah Dasar (SD)(Orang),,,,,,,,,,,,
Pendidikan,1) Negeri (Orang),PERMEN 54,,,,,,,,,,,
Pendidikan,2) Swasta (Orang),PERMEN 54,,,,,,,,,,,
Pendidikan,5) Sekolah Lanjutan Tingkat Pertama (SMP)(Orang),,,,,,,,,,,,
Pendidikan,1) Negeri (Orang),PERMEN 54,,,,,,,,,,,
Pendidikan,2) Swasta (Orang),PERMEN 54,,,,,,,,,,,
Pendidikan,6) Sekolah Menengah Atas (SMA)(Orang),,,,,,,,,,,,
Pendidikan,1) Negeri (Orang),PERMEN 54,,,,,,,,,,,
Pendidikan,2) Swasta (Orang),PERMEN 54,,,,,,,,,,,
Pendidikan,7) Sekolah Menengah Kejuruan (SMK)(Orang),,,,,,,,,,,,
Pendidikan,1) Negeri (Orang),PERMEN 54,,,,,,,,,,,
Pendidikan,2) Swasta (Orang),PERMEN 54,,,,,,,,,,,
Pendidikan,8) Perguruan Tinggi (PT)(Orang),,,,,,,,,,,,
Pendidikan,1) Negeri (Orang),PERMEN 54,,,,,,,,,,,
Pendidikan,2) Swasta (Orang),PERMEN 54,,,,,,,,,,,
Pendidikan,9) Lembaga Pendidikan Ketrampilan (Orang),,,,,,,,,,,,
Pendidikan,5) Jumlah Guru dengan Kualifikasi S1/D-IV(Orang),,,,,,,,,,,,
Pendidikan,1) Sekolah Dasar (SD) Sederajat (Orang),PERMEN 54,,,,,,,,,,,
Pendidikan,2) Sekolah Lanjutan Tingkat Pertama (SMP) Sederajat (Orang),PERMEN 54,,,,,,,,,,,
Pendidikan,3) Sekolah Menengah Atas (SMA) Sederajat (Orang),PERMEN 54,,,,,,,,,,,
Pendidikan,6) Jumlah Guru dan Dosen,,,,,,,,,,,,
Pendidikan,1) Taman Kanak-Kanak (TK)(Orang),,,,,,,,,,,,
Pendidikan,1) Negeri (Orang),PERMEN 54,,,,,,,,,,,
Pendidikan,2) Swasta (Orang),PERMEN 54,,,,,,,,,,,
Pendidikan,2) Sekolah Luar Biasa (SLB)(Orang),,,,,,,,,,,,
Pendidikan,1) Negeri (Orang),PERMEN 54,,,,,,,,,,,
Pendidikan,2) Swasta (Orang),PERMEN 54,,,,,,,,,,,
Pendidikan,3) Sekolah Dasar (SD)(Orang),,,,,,,,,,,,
Pendidikan,1) Negeri (Orang),PERMEN 54,,,,,,,,,,,
Pendidikan,2) Swasta (Orang),PERMEN 54,,,,,,,,,,,
Pendidikan,4) Sekolah Lanjutan Tingkat Pertama (SMP)(Orang),,,,,,,,,,,,
Pendidikan,1) Negeri (Orang),PERMEN 54,,,,,,,,,,,
Pendidikan,2) Swasta (Orang),PERMEN 54,,,,,,,,,,,
Pendidikan,5) Sekolah Menengah Atas (SMA)(Orang),,,,,,,,,,,,
Pendidikan,1) Negeri (Orang),PERMEN 54,,,,,,,,,,,
Pendidikan,2) Swasta (Orang),PERMEN 54,,,,,,,,,,,
Pendidikan,6) Sekolah Menengah Kejuruan (SMK)(Orang),,,,,,,,,,,,
Pendidikan,1) Negeri (Orang),PERMEN 54,,,,,,,,,,,
Pendidikan,2) Swasta (Orang),PERMEN 54,,,,,,,,,,,
Pendidikan,7) Perguruan Tinggi (PT)(Orang),,,,,,,,,,,,
Pendidikan,1) Negeri (Orang),PERMEN 54,,,,,,,,,,,
Pendidikan,2) Swasta (Orang),PERMEN 54,,,,,,,,,,,
Pendidikan,8) Lembaga Pendidikan Ketrampilan (Orang),,,,,,,,,,,,
Pendidikan,7) Jumlah Guru Per Kelas,,,,,,,,,,,,
Pendidikan,1) Taman Kanak-Kanak (TK)(Orang),,,,,,,,,,,,
Pendidikan,1) Negeri (Orang),PERMEN 54,,,,,,,,,,,
Pendidikan,2) Swasta (Orang),PERMEN 54,,,,,,,,,,,
Pendidikan,2) Sekolah Luar Biasa (SLB)(Orang),,,,,,,,,,,,
Pendidikan,1) Negeri (Orang),PERMEN 54,,,,,,,,,,,
Pendidikan,2) Swasta (Orang),PERMEN 54,,,,,,,,,,,
Pendidikan,3) Sekolah Dasar (SD)(Orang),,,,,,,,,,,,
Pendidikan,1) Negeri (Orang),PERMEN 54,,,,,,,,,,,
Pendidikan,2) Swasta (Orang),PERMEN 54,,,,,,,,,,,
Pendidikan,4) Sekolah Lanjutan Tingkat Pertama (SMP)(Orang),,,,,,,,,,,,
Pendidikan,1) Negeri (Orang),PERMEN 54,,,,,,,,,,,
Pendidikan,2) Swasta (Orang),PERMEN 54,,,,,,,,,,,
Pendidikan,5) Sekolah Menengah Atas (SMA)(Orang),,,,,,,,,,,,
Pendidikan,1) Negeri (Orang),PERMEN 54,,,,,,,,,,,
Pendidikan,2) Swasta (Orang),PERMEN 54,,,,,,,,,,,
Pendidikan,6) Sekolah Menengah Kejuruan (SMK)(Orang),,,,,,,,,,,,
Pendidikan,1) Negeri (Orang),PERMEN 54,,,,,,,,,,,
Pendidikan,2) Swasta (Orang),PERMEN 54,,,,,,,,,,,
Pendidikan,7) Madrasah Ibtidaiyah (MI)(Orang),,,,,,,,,,,,
Pendidikan,1) Negeri (Orang),PERMEN 54,,,,,,,,,,,
Pendidikan,2) Swasta (Orang),PERMEN 54,,,,,,,,,,,
Pendidikan,8) Madrasah Tsanawiyah (MTs)(Orang),,,,,,,,,,,,
Pendidikan,1) Negeri (Orang),PERMEN 54,,,,,,,,,,,
Pendidikan,2) Swasta (Orang),PERMEN 54,,,,,,,,,,,
Pendidikan,9) Madrasah Aliyah (MA)(Orang),,,,,,,,,,,,
Pendidikan,1) Negeri (Orang),PERMEN 54,,,,,,,,,,,
Pendidikan,2) Swasta (Orang),PERMEN 54,,,,,,,,,,,
Pendidikan,8) Jumlah Siswa / Mahasiswa Perguruan Agama,,,,,,,,,,,,
Pendidikan,1) Raudatul Athfal (RA)(Orang),,,,,,,,,,,,
Pendidikan,1) Negeri (Orang),PERMEN 54,,,,,,,,,,,
Pendidikan,2) Swasta (Orang),PERMEN 54,,,,,,,,,,,
Pendidikan,2) Madrasah Ibtidaiyah (MI)(Orang),,,,,,,,,,,,
Pendidikan,1) Negeri (Orang),PERMEN 54,,,,,,,,,,,
Pendidikan,2) Swasta (Orang),PERMEN 54,,,,,,,,,,,
Pendidikan,3) Madrasah Tsanawiyah (MTs)(Orang),,,,,,,,,,,,
Pendidikan,1) Negeri (Orang),PERMEN 54,,,,,,,,,,,
Pendidikan,2) Swasta (Orang),PERMEN 54,,,,,,,,,,,
Pendidikan,4) Madrasah Aliyah (MA)(Orang),,,,,,,,,,,,
Pendidikan,1) Negeri (Orang),PERMEN 54,,,,,,,,,,,
Pendidikan,2) Swasta (Orang),PERMEN 54,,,,,,,,,,,
Pendidikan,5) P. Tinggi Agama Islam (IAIN/STAIN/UNIV)(Orang),,,,,,,,,,,,
Pendidikan,1) Negeri (Orang),PERMEN 54,,,,,,,,,,,
Pendidikan,2) Swasta (Orang),PERMEN 54,,,,,,,,,,,
Pendidikan,6) P. Tinggi Agama Kristen/Teologi(Orang),,,,,,,,,,,,
Pendidikan,1) Negeri (Orang),PERMEN 54,,,,,,,,,,,
Pendidikan,2) Swasta (Orang),PERMEN 54,,,,,,,,,,,
Pendidikan,7) P. Tinggi Agama Katolik/Teologi(Orang),,,,,,,,,,,,
Pendidikan,1) Negeri (Orang),PERMEN 54,,,,,,,,,,,
Pendidikan,2) Swasta (Orang),PERMEN 54,,,,,,,,,,,
Pendidikan,8) P. Tinggi Agama Hindu(Orang),,,,,,,,,,,,
Pendidikan,1) Negeri (Orang),PERMEN 54,,,,,,,,,,,
Pendidikan,2) Swasta (Orang),PERMEN 54,,,,,,,,,,,
Pendidikan,9) Jumlah Guru dan Dosen Perguruan Agama,,,,,,,,,,,,
Pendidikan,1) Madrasah Ibtidaiyah (MI)(Orang),,,,,,,,,,,,
Pendidikan,1) Negeri (Orang),PERMEN 54,,,,,,,,,,,
Pendidikan,2) Swasta (Orang),PERMEN 54,,,,,,,,,,,
Pendidikan,2) Madrasah Tsanawiyah (MTs)(Orang),,,,,,,,,,,,
Pendidikan,1) Negeri (Orang),PERMEN 54,,,,,,,,,,,
Pendidikan,2) Swasta (Orang),PERMEN 54,,,,,,,,,,,
Pendidikan,3) Madrasah Aliyah (MA)(Orang),,,,,,,,,,,,
Pendidikan,1) Negeri (Orang),PERMEN 54,,,,,,,,,,,
Pendidikan,2) Swasta (Orang),PERMEN 54,,,,,,,,,,,
Pendidikan,4) P. Tinggi Agama Islam (IAIN/STAIN/UNIV)(Orang),,,,,,,,,,,,
Pendidikan,1) Negeri (Orang),PERMEN 54,,,,,,,,,,,
Pendidikan,2) Swasta (Orang),PERMEN 54,,,,,,,,,,,
Pendidikan,5) P. Tinggi Agama Kristen/Teologi(Orang),,,,,,,,,,,,
Pendidikan,1) Negeri (Orang),PERMEN 54,,,,,,,,,,,
Pendidikan,2) Swasta (Orang),PERMEN 54,,,,,,,,,,,
Pendidikan,6) P. Tinggi Agama Katolik/Teologi(Orang),,,,,,,,,,,,
Pendidikan,1) Negeri (Orang),PERMEN 54,,,,,,,,,,,
Pendidikan,2) Swasta (Orang),PERMEN 54,,,,,,,,,,,
Pendidikan,7) P. Tinggi Agama Budha(Orang),,,,,,,,,,,,
Pendidikan,1) Negeri (Orang),PERMEN 54,,,,,,,,,,,
Pendidikan,2) Swasta (Orang),PERMEN 54,,,,,,,,,,,
Pendidikan,8) P. Tinggi Agama Hindu(Orang),,,,,,,,,,,,
Pendidikan,1) Negeri (Orang),PERMEN 54,,,,,,,,,,,
Pendidikan,2) Swasta (Orang),PERMEN 54,,,,,,,,,,,
Pendidikan,10) Angka Partisipasi Sekolah,,,,,,,,,,,,
Pendidikan,1) 7 - 12 Tahun (%),PERMEN 54,,,,,,,,,,,
Pendidikan,2) 13 - 15 Tahun (%),PERMEN 54,,,,,,,,,,,
Pendidikan,3) 16 - 18 Tahun (%),PERMEN 54,,,,,,,,,,,
Pendidikan,11) Angka Partisipasi Sekolah Usia Di Bawah 7 Tahun,,,,,,,,,,,,
Pendidikan,1) Jenjang Prasekolah (%),,,,,,,,,,,,
Pendidikan,2) Jenjang SD/MI/Sederajat (%),,,,,,,,,,,,
Pendidikan,12) Angka Partisipasi Kasar,,,,,,,,,,,,
Pendidikan,1) Jenjang SD/MI/Sederajat (%),,,,,,,,,,,,
Pendidikan,2) Jenjang SMP/MTs/Sederajat (%),,,,,,,,,,,,
Pendidikan,13) Angka Partisipasi Murni,,,,,,,,,,,,
Pendidikan,1) Jenjang SD/MI/Paket A (%),,,,,,,,,,,,
Pendidikan,2) Jenjang SMP/MTs/Paket B (%),,,,,,,,,,,,
Pendidikan,3) Jenjang SMA/SMK/MA/Paket C (%),,,,,,,,,,,,
Pendidikan,4) Jenjang Perguruan Tinggi (%),,,,,,,,,,,,
Pendidikan,14) Rata-Rata Lama Sekolah (Tahun),PERMEN 54,,,,,,,,,,,
Pendidikan,15) Angka Putus Sekolah,,,,,,,,,,,,
Pendidikan,1) APS SD/MI(%),,,,,,,,,,,,
Pendidikan,1) Jumlah capaian kinerja APS SD/MI (%),PERMEN 54,,,,,,,,,,,
Pendidikan,2) Jumlah seluruh APS SD/MI (%),PERMEN 54,,,,,,,,,,,
Pendidikan,2) APS SMP/MTS(%),,,,,,,,,,,,
Pendidikan,1) Jumlah capaian kinerja APS SMP/MTS (%),PERMEN 54,,,,,,,,,,,
Pendidikan,2) Jumlah seluruh APS SMP/MTS (%),PERMEN 54,,,,,,,,,,,
Pendidikan,3) APS SMA/SMK/MA(%),,,,,,,,,,,,
Pendidikan,1) Jumlah capaian kinerja APS SMA/SMK/MA (%),PERMEN 54,,,,,,,,,,,
Pendidikan,2) Jumlah seluruh APS SMA/SMK/MA (%),PERMEN 54,,,,,,,,,,,
Pendidikan,16) Angka Kelulusan(Orang),,,,,,,,,,,,
Pendidikan,1) Jumlah lulusan pada jenjang SD/MI (Orang),PERMEN 54,,,,,,,,,,,
Pendidikan,2) Jumlah lulusan pada jenjang SMP/MTs (Orang),PERMEN 54,,,,,,,,,,,
Pendidikan,3) Jumlah lulusan pada jenjang SMA/SMK/MA (Orang),PERMEN 54,,,,,,,,,,,
Pendidikan,17) Angka Buta Huruf (%),,,,,,,,,,,,
Pendidikan,18) Angka Melek Huruf (%),,,,,,,,,,,,
Pendidikan,19) Jumlah Penduduk Usia 15 Tahun Ke Atas Yang Dapat Membaca dan Menulis (Orang),PERMEN 54,,,,,,,,,,,
Pendidikan,20) Jumlah Capaian Kinerja Penduduk Yang Berusia >15 Tahun Melek Huruf (%),,,,,,,,,,,,
Pendidikan,21) Proporsi Penduduk Usia 15 Tahun Ke Atas Menurut Pendidikan Tertinggi Yang Ditamatkan,,,,,,,,,,,,
Pendidikan,1) TK (Orang),,,,,,,,,,,,
Pendidikan,2) SD (Orang),PERMEN 54,,,,,,,,,,,
Pendidikan,3) SMP (Orang),PERMEN 54,,,,,,,,,,,
Pendidikan,4) SMA (Orang),PERMEN 54,,,,,,,,,,,
Pendidikan,5) PT (Orang),,,,,,,,,,,,
Pendidikan,22) Proporsi Penduduk Yang Tidak Pernah Sekolah(Orang),,,,,,,,,,,,
Pendidikan,1) 6 Tahun (Orang),,,,,,,,,,,,
Pendidikan,2) 7-9 Tahun (Orang),,,,,,,,,,,,
Pendidikan,3) 10 Tahun Ke Atas (Orang),,,,,,,,,,,,
Pendidikan,4) 15 Tahun Ke Atas (Orang),,,,,,,,,,,,
Pendidikan,5) 15-24 Tahun (Orang),,,,,,,,,,,,
Pendidikan,6) 25-44 Tahun (Orang),,,,,,,,,,,,
Pendidikan,7) 45 tahun (Orang),,,,,,,,,,,,
Pendidikan,23) Angka Melanjutkan,,,,,,,,,,,,
Pendidikan,1) Jumlah siswa baru tingkat I pada jenjang SMP/MTs (Orang),PERMEN 54,,,,,,,,,,,
Pendidikan,2) Jumlah siswa baru tingkat I pada jenjang SMA/SMK/MA (Orang),PERMEN 54,,,,,,,,,,,
Pendidikan,3) Jumlah siswa baru tingkat I pada jenjang Perguruan Tinggi (Orang),,,,,,,,,,,,
Pendidikan,24) Jumlah Siswa Miskin(Orang),,,,,,,,,,,,
Pendidikan,1) Jenjang SD/MI/Sederajat (Orang),,,,,,,,,,,,
Pendidikan,2) Jenjang SMP/MTs/Sederajat (Orang),,,,,,,,,,,,
Pendidikan,3) Jenjang SMA/SMK/MA Sederajat (Orang),,,,,,,,,,,,
Pendidikan,4) Jenjang Perguruan Tinggi (Orang),,,,,,,,,,,,
Pendidikan,25) Jumlah Sekolah Yang Menyediakan Mata Pelajaran Teknologi Informasi dan Komunikasi (Unit),,,,,,,,,,,,
Pendidikan,26) Jumlah Sekolah Yang Memiliki Fasilitas/Laboratorium Komputer dan Internet (Unit),,,,,,,,,,,,
Pendidikan,27) Jumlah Penduduk Berdasarkan kelompok Usia Yang Bersekolah(Orang),,,,,,,,,,,,
Pendidikan,1) 4 - 6 Tahun (PAUD) (Orang),,,,,,,,,,,,
Pendidikan,2) 7 - 12 Tahun (SD/MI/Sederajat) (Orang),,,,,,,,,,,,
Pendidikan,3) 13 - 15 Tahun (SMP/MTs/Sederajat) (Orang),,,,,,,,,,,,
Pendidikan,4) 16 - 18 Tahun (SMA/SMK/MA Sederajat) (Orang),,,,,,,,,,,,
Pendidikan,28) Kelengkapan pemilikan buku pelajaran oleh siswa,,,,,,,,,,,,
Pendidikan,1) SD/MI/Sederajat (%),,,,,,,,,,,,
Pendidikan,2) SMP/MTs/Sederajat (%),,,,,,,,,,,,
Pendidikan,3) SMA/MA (%),,,,,,,,,,,,
Pendidikan,4) SMK (%),,,,,,,,,,,,
Pendidikan,29) Jumlah lulusan yang melanjutkan ke,,,,,,,,,,,,
Pendidikan,1) SMP/MTs/Sederajat (%),,,,,,,,,,,,
Pendidikan,2) SMA/MA (%),,,,,,,,,,,,
Pendidikan,3) SMK (%),,,,,,,,,,,,
Pendidikan,30) Kualifikasi guru yang sesuai kompetensi yang ditetapkan secara nasional,,,,,,,,,,,,
Pendidikan,1) SD/MI/Sederajat (%),,,,,,,,,,,,
Pendidikan,2) SMP/MTs/Sederajat (%),,,,,,,,,,,,
Pendidikan,3) SMA/MA (%),,,,,,,,,,,,
Pendidikan,4) SMK (%),,,,,,,,,,,,
Pendidikan,31) Pemenuhan jumlah guru yang diperlukan,,,,,,,,,,,,
Pendidikan,1) SD/MI/Sederajat (%),,,,,,,,,,,,
Pendidikan,2) SMP/MTs/Sederajat (%),,,,,,,,,,,,
Pendidikan,3) SMA/MA (%),,,,,,,,,,,,
Pendidikan,4) SMK (%),,,,,,,,,,,,
Pendidikan,32) Kepemilikan sekolah terhadap tenaga kependidikan non guru,,,,,,,,,,,,
Pendidikan,1) SMP/MTs/Sederajat (%),,,,,,,,,,,,
Pendidikan,2) SMA/MA (%),,,,,,,,,,,,
Pendidikan,3) SMK (%),,,,,,,,,,,,
Pendidikan,33) Jumlah sekolah yang memiliki tenaga kependidikan non guru,,,,,,,,,,,,
Pendidikan,34) Jumlah lulusan SMK melanjutkan ke Perguruan Tinggi yang terakreditasi (siswa),,,,,,,,,,,,
Pendidikan,35) Jumlah lulusan yang diterima di dunia kerja sesuai dengan keahliannya. (siswa),,,,,,,,,,,,
