elemen,indikator,defenisi,satuan,tar2015,rel2015,tar2016,rel2016,tar2017,rel2017,tar2018,rel2018,tar2019,rel2019
Transmigrasi,1) Jumlah Migrasi Masuk(Jiwa),PERMEN 54,,,,,,,,,,,
Transmigrasi,2) Jumlah Migrasi Keluar(Jiwa),,,,,,,,,,,,
Transmigrasi,6) Jumlah kelahiran hidup(Jiwa),,,,,,,,,,,,
Transmigrasi,7) Rata-rata anak yang dilahirkan hidup(Tahun),,,,,,,,,,,,
Transmigrasi,8) Rata-rata anak yang masih hidup(Tahun),PERMEN 54,,,,,,,,,,,
Transmigrasi,8) Rata-rata angka harapan hidup(Tahun),PERMEN 54,,,,,,,,,,,
Transmigrasi,1) Laki-laki,,,,,,,,,,,,
Transmigrasi,2) Perempuan(KK),PERMEN 54,,,,,,,,,,,
Transmigrasi,9) Keluarga(Anak),PERMEN 54,,,,,,,,,,,
Transmigrasi,1) Jumlah Keluarga (KK(RT),PERMEN 54,,,,,,,,,,,
Transmigrasi,2) Jumlah Anak(Orang),,,,,,,,,,,,
Transmigrasi,10) Jumlah Rumah Tangga(Unit),,,,,,,,,,,,
Transmigrasi,11) Ukuran Rumah Tangga (Orang/RT),,,,,,,,,,,,
Transmigrasi,12) Jumlah Rumah Tinggal(RT),,,,,,,,,,,,
Transmigrasi,13) Petani dan nelayan(RT),,,,,,,,,,,,
Transmigrasi,1) Jumlah rumah tangga petani(RT),,,,,,,,,,,,
Transmigrasi,1) Petani(RT),,,,,,,,,,,,
Transmigrasi,2) Buruh Tani(RT),,,,,,,,,,,,
Transmigrasi,2) Jumlah rumah tangga nelayan(RT),,,,,,,,,,,,
Transmigrasi,1) Nelayan Penuh(RT),,,,,,,,,,,,
Transmigrasi,2) Nelayan sambilan utama(KK),PERMEN 54,,,,,,,,,,,
Transmigrasi,3) Nelayan sambilan Tambahan(KK),,,,,,,,,,,,
Transmigrasi,3) Jumlah transmigrasi(KK),PERMEN 54,,,,,,,,,,,
Transmigrasi,4) Transmigrasi baru(Rp Juta),,,,,,,,,,,,
Transmigrasi,5) jumlah Transmigrasi swakarsa(%),,,,,,,,,,,,
