elemen,indikator,defenisi,satuan,tar2015,rel2015,tar2016,rel2016,tar2017,rel2017,tar2018,rel2018,tar2019,rel2019
Sosial,5) Panti Sosial Bina Netra (Buah),"(PERMEN 54) Panti sosial yang mempunyai tugas memberikan bimbingan, pelayanan dan rehabilitasi bagi penyandang cacat netra agar mampu mandiri dan berperan aktif dalam kehidupan bermasyarakat. (Kepmensos No.50/HUK/2004)",,,,,,,,,,,
Sosial,6) Panti Sosial Bina Daksa (Buah),"(PERMEN 54) Panti sosial yang mempunyai tugas memberikan bimbingan, pelayanan dan rehabilitasi bagi penyandang cacat tubuh agar mampu mandiri dan berperan aktif dalam kehidupan bermasyarakat. (Kepmensos No.50/HUK/2004).",,,,,,,,,,,
Sosial,7) Panti Sosial Bina Grahita (Buah),(PERMEN 54) Panti sosial yang mempunyai tugas memberikan pelayanan dan rehabilitasi sosial bagi para penyandang cacat mental retardasi agar mampu mandiri dan berperan aktif dalam kehidupan bermasyarakat. (Kepmensos No.50/HUK/2004),,,,,,,,,,,
Sosial,8) Panti Sosial Bina Laras (Buah),(PERMEN 54) Panti sosial yang mempunyai tugas memberikan pelayanan dan rehabilitasi sosial bagi penyandang cacat mental bekas psikotik agar mampu mandiri dan berperan aktif dalam masyarakat. (Kepmensos No.50/HUK/2004),,,,,,,,,,,
Sosial,9) Panti Sosial Bina Rungu Wicara (Buah),(PERMEN 54) Panti sosial yang mempunyai tugas memberikan pelayanan dan rehabilitasi sosial bagi para penyandang cacat rungu wicara agar mampu mandiri dan berperan aktif dalam kehidupan bermasyarakat. (Kepmensos No.50/HUK/2004).,,,,,,,,,,,
Sosial,10) Panti Sosial Bina Pasca Lara Kronis (Buah),(PERMEN 54) Panti sosial yang mempunyai tugas memberikan pelayanan dan rehabilitasi sosial bagi penyandang cacat bekas penyakit kronis agar mampu mandiri dan berperan aktif dalam masyarakat. (Kepmensos No.50/HUK/2004),,,,,,,,,,,
Sosial,11) Panti Sosial Marsudi Putra (Buah),(PERMEN 54) Panti sosial yang mempunyai tugas memberikan pelayanan dan rehabilitasi sosial bagi anak nakal agar mampu mandiri dan berperan aktif dalam kehidupan bermasyarakat. (Kepmensos no.50/HUK/2004),,,,,,,,,,,
Sosial,12) Panti Sosial Pamardi Putra (Buah),(PERMEN 54) Panti sosial yang mempunyai tugas memberikan pelayanan dan rehabilitasi sosial bagi eks korban penyalahgunaan NAPZA. (Kepmensos no.50/HUK/2004),,,,,,,,,,,
Sosial,13) Panti Sosial Karya Wanita (Buah),(PERMEN 54) Panti sosial yang mempunyai tugas memberikan pelayanan dan rehabilitasi sosial bagi para wanita tuna susila agar mampu mandiri dan berperan aktif dalam kehidupan bermasyarakat. (Kepmensos no.50/HUK/2004),,,,,,,,,,,
Sosial,14) Panti Sosial Bina Karya (Buah),"(PERMEN 54)Panti sosial yang mempunyai tugas memberikan pelayanan dan rehabilitasi sosial bagi para gelandangan, pengemis dan orang terlantar agar mampu mandiri dan berperan aktif dalam kehidupan bermasyarakat. (Kepmensos No.50/HUK/2004)",,,,,,,,,,,
Sosial,15) Panti Sosial Rehabilitasi (Buah),PERMEN 54,,,,,,,,,,,
Sosial,3) Pusat Rehabilitasi Narkoba (Buah),,,,,,,,,,,,
Sosial,4) Rumah singgah (Buah),,,,,,,,,,,,
Sosial,12) Jumlah PKK **(Unit),"(PERMEN 54) PKK adalah mitra kerja pemerintah dan organisasi kemasyarakatan lainnya, yang berfungsi sebagai fasilitator, perencana, pelaksana, pengendali dan penggerak pada masing-masing tingkat pemerintahan untuk terlaksananya program Pemberdayaan dan Kesejahteraan Keluarga, termasuk didalamnya sebagai mitra kerja pemerintah dalam bidang administrasi kependudukan.(PERATURAN MENTERI DALAM NEGERI NOMOR 28 TAHUN 2011 TENTANG PEDOMAN PEMBERDAYAAN DAN KESEJAHTERAAN KELUARGA DALAM MEMBANTU MENINGKATKAN DAN MEWUJUDKAN TERTIB ADMINISTRASI KEPENDUDUKAN)",,,,,,,,,,,
Sosial,1) Jumlah Kelompok Binaan PKK (Unit),PERMEN 54,,,,,,,,,,,
Sosial,2) Jumlah PKK Aktif (Unit),PERMEN 54,,,,,,,,,,,
Sosial,13) Tempat Pemakaman **(M2),,,,,,,,,,,,
Sosial,1) Luas Taman Makam Pahlawan (M2),,,,,,,,,,,,
Sosial,14) Daya Tampung Tempat Pemakaman (Unit),,,,,,,,,,,,
Sosial,1) Taman Makam Pahlawan (Unit),,,,,,,,,,,,
Sosial,15) Jamkesmas/Jamkesda *,,,,,,,,,,,,
Sosial,1) Jumlah KK Penerima Jamkesmas/Jamkesda (KK),,,,,,,,,,,,
Sosial,2) Jumlah Surat Keterangan Miskin (Unit),,,,,,,,,,,,
Sosial,16) Jasa Sosial Kemasyarakatan(Rp Juta),,,,,,,,,,,,
Sosial,17) Masjid(Buah),PERMEN 54,,,,,,,,,,,
Sosial,18) Langgar/Mushola(Buah),,,,,,,,,,,,
Sosial,19) Gereja Kristen(Buah),,,,,,,,,,,,
Sosial,20) Gereja Katolik/Kapel(Buah),,,,,,,,,,,,
Sosial,21) Pura/Kuil/Sanggah(Buah),,,,,,,,,,,,
Sosial,22) Vihara/Cetya/Klenteng(Buah),,,,,,,,,,,,
Sosial,23) Indeks Gini(Poin),PERMEN 54,,,,,,,,,,,
Sosial,24) Pemerataan Pendapatan Versi Bank Dunia(Poin),PERMEN 54,,,,,,,,,,,
Sosial,25) Indeks Ketimpangan Williamson(Poin),PERMEN 54,,,,,,,,,,,
Sosial,26) Kelompok Binaan LPM(Kelompok),Lembaga Pemberdayaan Masyarakat,,,,,,,,,,,
Sosial,27) Jumlah LPM Berprestasi(Kelompok),,,,,,,,,,,,
Sosial,28) Jumlah Program Pemberdayaan Masyarakat(Progam),,,,,,,,,,,,
Sosial,29) Jumlah Swadaya Masyarakat Mendukung Program Pemberdayaan Masyarakat(Orang),,,,,,,,,,,,
Sosial,30) Jumlah Program Pemberdayaan Masyarakat yang Dikembangkan dan Dipelihara Masyarakat(Program),,,,,,,,,,,,
Sosial,31) LSM Lokal Terdaftar(Buah),,,,,,,,,,,,
Sosial,32) LSM Lokal Tidak Aktif(Buah),,,,,,,,,,,,
Sosial,33) LSM Nasional Terdaftar(Buah),,,,,,,,,,,,
Sosial,34) LSM Nasional Tidak Aktif(Buah),,,,,,,,,,,,
Sosial,35) LSM Asing/Internasional Terdaftar(Buah),,,,,,,,,,,,
Sosial,36) LSM Asing/Internasional Tidak Aktif(Buah),,,,,,,,,,,,
Sosial,37) Jumlah Kegiatan Pembinaan Politik Daerah(Kegiatan),,,,,,,,,,,,
Sosial,38) Jumlah kasus narkoba(Kasus),,,,,,,,,,,,
Sosial,39) Jumlah kasus pembunuhan(Kasus),,,,,,,,,,,,
Sosial,40) Jumlah kasus seksual(Kasus),,,,,,,,,,,,
Sosial,41) Jumlah kasus penganiayaan(Kasus),,,,,,,,,,,,
Sosial,42) Jumlah kasus pencurian(Kasus),,,,,,,,,,,,
Sosial,43) Jumlah kasus penipuan(Kasus),,,,,,,,,,,,
Sosial,44) Jumlah kasus pemalsuan uang(Kasus),,,,,,,,,,,,
Sosial,45) Jumlah kasus narkoba(Kasus),,,,,,,,,,,,
Sosial,46) Jumlah kasus pembunuhan(Kasus),,,,,,,,,,,,
Sosial,47) Jumlah kasus seksual(Kasus),,,,,,,,,,,,
Sosial,48) Jumlah kasus penganiayaan(Kasus),,,,,,,,,,,,
Sosial,49) Jumlah kasus pencurian(Kasus),,,,,,,,,,,,
Sosial,50) Jumlah kasus penipuan(Kasus),,,,,,,,,,,,
Sosial,51) Jumlah kasus pemalsuan uang(Kasus),,,,,,,,,,,,
Sosial,52) Jasa Sosial Kemasyarakatan(Rp Juta),,,,,,,,,,,,
