elemen,indikator,defenisi,nilai
Penanaman_Modal,5) 5. IMB : Izin Mendirikan Bangunan (Hari),"(PERMEN 54) Izin Mendirikan Bangunan atau biasa dikenal dengan IMB adalah perizinan yang diberikan oleh Kepala Daerah kepada pemilik bangunan untuk membangun baru, mengubah, memperluas, mengurangi, dan/atau merawat bangunan sesuai dengan persyaratan administratif dan persyaratan teknis yang berlaku. IMB merupakan salah satu produk hukum untuk mewujudkan tatanan tertentu sehingga tercipta ketertiban, keamanan, keselamatan, kenyamanan, sekaligus kepastian hukum. Kewajiban setiap orang atau badan yang akan mendirikan bangunan untuk memiliki Izin Mendirikan Bangunan diatur pada Pasal 5 ayat 1 Perda 7 Tahun 2009",46.6
Penanaman_Modal,3) IUI : Izin Usaha Industri (Dokumen),,78.1
Penanaman_Modal,5) IMB : Izin Mendirikan Bangunan (Dokumen),"Izin Mendirikan Bangunan atau biasa dikenal dengan IMB adalah perizinan yang diberikan oleh Kepala Daerah kepada pemilik bangunan untuk membangun baru, mengubah, memperluas, mengurangi, dan/atau merawat bangunan sesuai dengan persyaratan administratif dan persyaratan teknis yang berlaku. IMB merupakan salah satu produk hukum untuk mewujudkan tatanan tertentu sehingga tercipta ketertiban, keamanan, keselamatan, kenyamanan, sekaligus kepastian hukum. Kewajiban setiap orang atau badan yang akan mendirikan bangunan untuk memiliki Izin Mendirikan Bangunan diatur pada Pasal 5 ayat 1 Perda 7 Tahun 2009",63
Penanaman_Modal,6) HO : Izin Gangguan (Dokumen),,68.9
Penanaman_Modal,1) SIUP : Surat Izin Usaha Perdagangan (Dokumen),Surat Izin Usaha Perdagangan yang disingkat SIUP adalah Surat Izin untuk dapat melaksanakan kegiatan Usaha Perdagangan. (KEPUTUSAN MENTERI PERINDUSTRIAN DAN PERDAGANGAN REPUBLIK INDONESIA NOMOR : 289/MPP/Kep/10/2001 T E N T A N G KETENTUAN STANDAR PEMBERIAN SURAT IZIN USAHA PERDAGANGAN (SIUP)),56.6
Penanaman_Modal,1) SIUP : Surat Izin Usaha Perdagangan (Rp),Surat Izin Usaha Perdagangan yang disingkat SIUP adalah Surat Izin untuk dapat melaksanakan kegiatan Usaha Perdagangan. (KEPUTUSAN MENTERI PERINDUSTRIAN DAN PERDAGANGAN REPUBLIK INDONESIA NOMOR : 289/MPP/Kep/10/2001 T E N T A N G KETENTUAN STANDAR PEMBERIAN SURAT IZIN USAHA PERDAGANGAN (SIUP)),29.6
Penanaman_Modal,2) TDP : Tanda Daftar Perusahaan (Rp),TDP adalah surat tanda pengesahan yang diberikan oleh kantor pendaftaran perusahaan kepada perusahaan perdagangan yang telah melakukan pendaftaran perusahaan. (PERATURAN MENTERI PERDAGNGAN REPUBLIK INDONESIA NOMOR 77/M-DAG/PER/12/2013 TENTANG PENERBITAN SURAT IZIN USAHA PERDAGANGAN DAN TANDA DAFTAR PERUSAHAAN SECARA SIMULTAN BAGI PERUSAHAAN PERDAGANGAN),45.7
Penanaman_Modal,4) TDI : Tanda Daftar Industri (Rp),,62.5
Penanaman_Modal,4) TDI : Tanda Daftar Industri (Dokumen),,91.5
Penanaman_Modal,5) IMB : Izin Mendirikan Bangunan (Rp),"Izin Mendirikan Bangunan atau biasa dikenal dengan IMB adalah perizinan yang diberikan oleh Kepala Daerah kepada pemilik bangunan untuk membangun baru, mengubah, memperluas, mengurangi, dan/atau merawat bangunan sesuai dengan persyaratan administratif dan persyaratan teknis yang berlaku. IMB merupakan salah satu produk hukum untuk mewujudkan tatanan tertentu sehingga tercipta ketertiban, keamanan, keselamatan, kenyamanan, sekaligus kepastian hukum. Kewajiban setiap orang atau badan yang akan mendirikan bangunan untuk memiliki Izin Mendirikan Bangunan diatur pada Pasal 5 ayat 1 Perda 7 Tahun 2009",23
Penanaman_Modal,5) III. Pengembangan Iklim Penanaman Modal,,82.2
Penanaman_Modal,1) Penetapan Pemberian fasilitas/insentif Penanaman Modal(Dokumen),,75.2
Penanaman_Modal,3) Biaya Resmi Perijinan *,,38.8
Penanaman_Modal,3) Peningkatan Promosi Investasi Penanaman Modal(Dokumen),,75.2
Penanaman_Modal,4) Pengawasan Penanaman Modal(Dokumen),,64.2
Penanaman_Modal,6) Jumlah Pelaku Penanaman Modal,,35.4
Penanaman_Modal,3) IUI : Izin Usaha Industri (Rp),,75.2
Penanaman_Modal,1) Jumlah Penanaman Modal Asing(Buah),,21.2
Penanaman_Modal,2) Jumlah Penanaman Modal Asing (investor),,78.8
Penanaman_Modal,7) Jumlah Realisasi Investasi,,53.7
Penanaman_Modal,1) Jumlah Realisasi Penanaman Modal Asing(Rp Juta),,19.3
Penanaman_Modal,2) Jumlah Realisasi Penanaman Modal Asing (US $),,44.8
Penanaman_Modal,6) HO : Izin Gangguan (Rp),PERMEN 54,24.1
Penanaman_Modal,8) Pelayanan Penanaman Modal,,11.4
Penanaman_Modal,4) Biaya Resmi Perijinan (Rp),,86.2
Penanaman_Modal,1) Pelayanan Perizinan(Buah),,45.7
Penanaman_Modal,2) Pelayanan Perizinan(Unit),,1.2
Penanaman_Modal,9) Badan Hukum Penanaman Modal,,72
Penanaman_Modal,2) Pembuatan Peta Potensi Investasi (Dokumen),,76.1
Penanaman_Modal,1) Pengesahan Akta Pendirian Perusahaan(Dokumen),,22.9
Penanaman_Modal,5) Penilaian Perusahaan Penanaman Modal(Dokumen),,95.6
Penanaman_Modal,3) Jumlah Penanaman Modal Dalam Negeri(Buah),,82.4
Penanaman_Modal,4) Jumlah Penanaman Modal Dalam Negeri (Investor),,58.3
Penanaman_Modal,3) Jumlah Realisasi Penanaman Modal Dalam Negeri(Rp Juta),,99.4
Penanaman_Modal,3) Pelayanan Non Perizinan(Buah),,3.9
Penanaman_Modal,4) Pelayanan Non Perizinan(Unit),,17.5
Penanaman_Modal,2) Pembubaran Perusahaan(Dokumen),,94.5
